"month","country","value","date"
"02","Montenegro",0.11,2021-02-01
"03","Montenegro",0.134,2021-03-01
"04","Montenegro",0.151,2021-04-01
"05","Montenegro",0.157,2021-05-01
"06","Montenegro",0.159,2021-06-01
"07","Montenegro",0.16,2021-07-01
"08","Montenegro",0.171,2021-08-01
"09","Montenegro",0.197,2021-09-01
"10","Montenegro",0.219,2021-10-01
"11","Montenegro",0.242,2021-11-01
"12","Montenegro",0.257,2021-12-01
"01","Morocco",0.012,2021-01-01
"02","Morocco",0.013,2021-02-01
"03","Morocco",0.013,2021-03-01
"04","Morocco",0.014,2021-04-01
"05","Morocco",0.014,2021-05-01
"06","Morocco",0.014,2021-06-01
"07","Morocco",0.015,2021-07-01
"08","Morocco",0.021,2021-08-01
"09","Morocco",0.025,2021-09-01
"10","Morocco",0.025,2021-10-01
"11","Morocco",0.026,2021-11-01
"12","Morocco",0.026,2021-12-01
"01","Mozambique",0.001,2021-01-01
"02","Mozambique",0.002,2021-02-01
"03","Mozambique",0.002,2021-03-01
"04","Mozambique",0.002,2021-04-01
"05","Mozambique",0.002,2021-05-01
"06","Mozambique",0.002,2021-06-01
"07","Mozambique",0.003,2021-07-01
"08","Mozambique",0.004,2021-08-01
"09","Mozambique",0.005,2021-09-01
"10","Mozambique",0.005,2021-10-01
"11","Mozambique",0.005,2021-11-01
"12","Mozambique",0.005,2021-12-01
"01","Namibia",0.012,2021-01-01
"02","Namibia",0.014,2021-02-01
"03","Namibia",0.016,2021-03-01
"04","Namibia",0.018,2021-04-01
"05","Namibia",0.02,2021-05-01
"06","Namibia",0.027,2021-06-01
"07","Namibia",0.043,2021-07-01
"08","Namibia",0.048,2021-08-01
"09","Namibia",0.05,2021-09-01
"10","Namibia",0.051,2021-10-01
"11","Namibia",0.051,2021-11-01
"12","Namibia",0.054,2021-12-01
"01","Nauru",0,2021-01-01
"02","Nauru",0,2021-02-01
"03","Nauru",0,2021-03-01
"04","Nauru",0,2021-04-01
"05","Nauru",0,2021-05-01
"06","Nauru",0,2021-06-01
"07","Nauru",0,2021-07-01
"08","Nauru",0,2021-08-01
"09","Nauru",0,2021-09-01
"10","Nauru",0,2021-10-01
"11","Nauru",0,2021-11-01
"12","Nauru",0,2021-12-01
"01","Nepal",0.009,2021-01-01
"02","Nepal",0.009,2021-02-01
"03","Nepal",0.009,2021-03-01
"04","Nepal",0.01,2021-04-01
"05","Nepal",0.016,2021-05-01
"06","Nepal",0.021,2021-06-01
"07","Nepal",0.023,2021-07-01
"08","Nepal",0.025,2021-08-01
"09","Nepal",0.027,2021-09-01
"10","Nepal",0.028,2021-10-01
"11","Nepal",0.028,2021-11-01
"12","Nepal",0.028,2021-12-01
"01","Netherlands",0.987,2021-01-01
"02","Netherlands",1.127,2021-02-01
"03","Netherlands",1.284,2021-03-01
"04","Netherlands",1.52,2021-04-01
"05","Netherlands",1.74,2021-05-01
"06","Netherlands",1.826,2021-06-01
"07","Netherlands",1.94,2021-07-01
"08","Netherlands",2.081,2021-08-01
"09","Netherlands",2.162,2021-09-01
"10","Netherlands",2.249,2021-10-01
"11","Netherlands",2.587,2021-11-01
"12","Netherlands",3.199,2021-12-01
"01","New Zealand",0.166,2021-01-01
"02","New Zealand",0.172,2021-02-01
"03","New Zealand",0.18,2021-03-01
"04","New Zealand",0.19,2021-04-01
"05","New Zealand",0.196,2021-05-01
"06","New Zealand",0.2,2021-06-01
"07","New Zealand",0.207,2021-07-01
"08","New Zealand",0.225,2021-08-01
"09","New Zealand",0.295,2021-09-01
"10","New Zealand",0.381,2021-10-01
"11","New Zealand",0.677,2021-11-01
"12","New Zealand",0.972,2021-12-01
"01","Nicaragua",0.001,2021-01-01
"02","Nicaragua",0.001,2021-02-01
"03","Nicaragua",0.001,2021-03-01
"04","Nicaragua",0.001,2021-04-01
"05","Nicaragua",0.001,2021-05-01
"06","Nicaragua",0.001,2021-06-01
"07","Nicaragua",0.001,2021-07-01
"08","Nicaragua",0.001,2021-08-01
"09","Nicaragua",0.002,2021-09-01
"10","Nicaragua",0.002,2021-10-01
"11","Nicaragua",0.002,2021-11-01
"12","Nicaragua",0.002,2021-12-01
"01","Niger",0,2021-01-01
"02","Niger",0,2021-02-01
"03","Niger",0,2021-03-01
"04","Niger",0,2021-04-01
"05","Niger",0,2021-05-01
"06","Niger",0,2021-06-01
"07","Niger",0,2021-07-01
"08","Niger",0,2021-08-01
"09","Niger",0,2021-09-01
"10","Niger",0,2021-10-01
"11","Niger",0,2021-11-01
"12","Niger",0,2021-12-01
"01","Nigeria",0.024,2021-01-01
"02","Nigeria",0.032,2021-02-01
"03","Nigeria",0.035,2021-03-01
"04","Nigeria",0.035,2021-04-01
"05","Nigeria",0.036,2021-05-01
"06","Nigeria",0.036,2021-06-01
"07","Nigeria",0.037,2021-07-01
"08","Nigeria",0.04,2021-08-01
"09","Nigeria",0.043,2021-09-01
"10","Nigeria",0.045,2021-10-01
"11","Nigeria",0.046,2021-11-01
"12","Nigeria",0.049,2021-12-01
"01","North Macedonia",0.042,2021-01-01
"02","North Macedonia",0.047,2021-02-01
"03","North Macedonia",0.055,2021-03-01
"04","North Macedonia",0.069,2021-04-01
"05","North Macedonia",0.074,2021-05-01
"06","North Macedonia",0.075,2021-06-01
"07","North Macedonia",0.075,2021-07-01
"08","North Macedonia",0.079,2021-08-01
"09","North Macedonia",0.089,2021-09-01
"10","North Macedonia",0.095,2021-10-01
"11","North Macedonia",0.101,2021-11-01
"12","North Macedonia",0.106,2021-12-01
"01","Norway",0.011,2021-01-01
"02","Norway",0.012,2021-02-01
"03","Norway",0.015,2021-03-01
"04","Norway",0.02,2021-04-01
"05","Norway",0.022,2021-05-01
"06","Norway",0.024,2021-06-01
"07","Norway",0.025,2021-07-01
"08","Norway",0.027,2021-08-01
"09","Norway",0.033,2021-09-01
"10","Norway",0.036,2021-10-01
"11","Norway",0.043,2021-11-01
"12","Norway",0.062,2021-12-01
"01","Oman",0.026,2021-01-01
"02","Oman",0.027,2021-02-01
"03","Oman",0.029,2021-03-01
"04","Oman",0.035,2021-04-01
"05","Oman",0.04,2021-05-01
"06","Oman",0.047,2021-06-01
"07","Oman",0.056,2021-07-01
"08","Oman",0.059,2021-08-01
"09","Oman",0.059,2021-09-01
"10","Oman",0.06,2021-10-01
"11","Oman",0.06,2021-11-01
"12","Oman",0.06,2021-12-01
"01","Pakistan",0.122,2021-01-01
"02","Pakistan",0.133,2021-02-01
"03","Pakistan",0.145,2021-03-01
"04","Pakistan",0.176,2021-04-01
"05","Pakistan",0.207,2021-05-01
"06","Pakistan",0.222,2021-06-01
"07","Pakistan",0.232,2021-07-01
"08","Pakistan",0.259,2021-08-01
"09","Pakistan",0.285,2021-09-01
"10","Pakistan",0.297,2021-10-01
"11","Pakistan",0.301,2021-11-01
"12","Pakistan",0.303,2021-12-01
"01","Palau",0,2021-01-01
"02","Palau",0,2021-02-01
"03","Palau",0,2021-03-01
"04","Palau",0,2021-04-01
"05","Palau",0,2021-05-01
"06","Palau",0,2021-06-01
"07","Palau",0,2021-07-01
"08","Palau",0,2021-08-01
"09","Palau",0,2021-09-01
"10","Palau",0,2021-10-01
"11","Palau",0,2021-11-01
"12","Palau",0,2021-12-01
"01","Panama",0.067,2021-01-01
"02","Panama",0.077,2021-02-01
"03","Panama",0.081,2021-03-01
"04","Panama",0.083,2021-04-01
"05","Panama",0.086,2021-05-01
"06","Panama",0.09,2021-06-01
"07","Panama",0.097,2021-07-01
"08","Panama",0.104,2021-08-01
"09","Panama",0.107,2021-09-01
"10","Panama",0.109,2021-10-01
"11","Panama",0.11,2021-11-01
"12","Panama",0.112,2021-12-01
"01","Papua New Guinea",0,2021-01-01
"02","Papua New Guinea",0,2021-02-01
"03","Papua New Guinea",0,2021-03-01
"04","Papua New Guinea",0.001,2021-04-01
"05","Papua New Guinea",0.002,2021-05-01
"06","Papua New Guinea",0.002,2021-06-01
"07","Papua New Guinea",0.002,2021-07-01
"08","Papua New Guinea",0.002,2021-08-01
"09","Papua New Guinea",0.002,2021-09-01
"10","Papua New Guinea",0.003,2021-10-01
"11","Papua New Guinea",0.004,2021-11-01
"12","Papua New Guinea",0.004,2021-12-01
"01","Paraguay",0.017,2021-01-01
"02","Paraguay",0.02,2021-02-01
"03","Paraguay",0.026,2021-03-01
"04","Paraguay",0.034,2021-04-01
"05","Paraguay",0.044,2021-05-01
"06","Paraguay",0.055,2021-06-01
"07","Paraguay",0.062,2021-07-01
"08","Paraguay",0.064,2021-08-01
"09","Paraguay",0.064,2021-09-01
"10","Paraguay",0.065,2021-10-01
"11","Paraguay",0.065,2021-11-01
"12","Paraguay",0.065,2021-12-01
"01","Peru",1.776,2021-01-01
"02","Peru",2.063,2021-02-01
"03","Peru",2.395,2021-03-01
"04","Peru",2.812,2021-04-01
"05","Peru",3.154,2021-05-01
"06","Peru",3.367,2021-06-01
"07","Peru",3.497,2021-07-01
"08","Peru",3.575,2021-08-01
"09","Peru",3.625,2021-09-01
"10","Peru",3.667,2021-10-01
"11","Peru",3.715,2021-11-01
"12","Peru",3.788,2021-12-01
"01","Philippines",0.005,2021-01-01
"02","Philippines",0.005,2021-02-01
"03","Philippines",0.006,2021-03-01
"04","Philippines",0.008,2021-04-01
"05","Philippines",0.01,2021-05-01
"06","Philippines",0.012,2021-06-01
"07","Philippines",0.014,2021-07-01
"08","Philippines",0.016,2021-08-01
"09","Philippines",0.021,2021-09-01
"10","Philippines",0.025,2021-10-01
"11","Philippines",0.026,2021-11-01
"12","Philippines",0.026,2021-12-01
"01","Poland",0.714,2021-01-01
"02","Poland",0.804,2021-02-01
"03","Poland",0.991,2021-03-01
"04","Poland",1.318,2021-04-01
"05","Poland",1.432,2021-05-01
"06","Poland",1.448,2021-06-01
"07","Poland",1.45,2021-07-01
"08","Poland",1.452,2021-08-01
"09","Poland",1.457,2021-09-01
"10","Poland",1.483,2021-10-01
"11","Poland",1.637,2021-11-01
"12","Poland",1.951,2021-12-01
"01","Portugal",0.054,2021-01-01
"02","Portugal",0.076,2021-02-01
"03","Portugal",0.08,2021-03-01
"04","Portugal",0.081,2021-04-01
"05","Portugal",0.083,2021-05-01
"06","Portugal",0.084,2021-06-01
"07","Portugal",0.091,2021-07-01
"08","Portugal",0.099,2021-08-01
"09","Portugal",0.104,2021-09-01
"10","Portugal",0.106,2021-10-01
"11","Portugal",0.109,2021-11-01
"12","Portugal",0.12,2021-12-01
"01","Qatar",0.051,2021-01-01
"02","Qatar",0.055,2021-02-01
"03","Qatar",0.06,2021-03-01
"04","Qatar",0.067,2021-04-01
"05","Qatar",0.074,2021-05-01
"06","Qatar",0.076,2021-06-01
"07","Qatar",0.078,2021-07-01
"08","Qatar",0.08,2021-08-01
"09","Qatar",0.082,2021-09-01
"10","Qatar",0.083,2021-10-01
"11","Qatar",0.084,2021-11-01
"12","Qatar",0.085,2021-12-01
"01","Romania",1.886,2021-01-01
"02","Romania",2.099,2021-02-01
"03","Romania",2.399,2021-03-01
"04","Romania",2.792,2021-04-01
"05","Romania",2.94,2021-05-01
"06","Romania",2.966,2021-06-01
"07","Romania",2.972,2021-07-01
"08","Romania",2.991,2021-08-01
"09","Romania",3.144,2021-09-01
"10","Romania",3.97,2021-10-01
"11","Romania",4.773,2021-11-01
"12","Romania",4.932,2021-12-01
"01","Russia",5.595,2021-01-01
"02","Russia",6.439,2021-02-01
"03","Russia",6.971,2021-03-01
"04","Russia",7.402,2021-04-01
"05","Russia",7.813,2021-05-01
"06","Russia",8.321,2021-06-01
"07","Russia",9.33,2021-07-01
"08","Russia",10.438,2021-08-01
"09","Russia",11.371,2021-09-01
"10","Russia",12.575,2021-10-01
"11","Russia",14.335,2021-11-01
"12","Russia",15.9,2021-12-01
"01","Rwanda",0.001,2021-01-01
"02","Rwanda",0.001,2021-02-01
"03","Rwanda",0.002,2021-03-01
"04","Rwanda",0.002,2021-04-01
"05","Rwanda",0.002,2021-05-01
"06","Rwanda",0.002,2021-06-01
"07","Rwanda",0.004,2021-07-01
"08","Rwanda",0.006,2021-08-01
"09","Rwanda",0.007,2021-09-01
"10","Rwanda",0.008,2021-10-01
"11","Rwanda",0.008,2021-11-01
"12","Rwanda",0.008,2021-12-01
"01","Saint Kitts and Nevis",0.001,2021-01-01
"02","Saint Kitts and Nevis",0.001,2021-02-01
"03","Saint Kitts and Nevis",0.001,2021-03-01
"04","Saint Kitts and Nevis",0.001,2021-04-01
"05","Saint Kitts and Nevis",0.001,2021-05-01
"06","Saint Kitts and Nevis",0.005,2021-06-01
"07","Saint Kitts and Nevis",0.01,2021-07-01
"08","Saint Kitts and Nevis",0.014,2021-08-01
"09","Saint Kitts and Nevis",0.029,2021-09-01
"10","Saint Kitts and Nevis",0.046,2021-10-01
"11","Saint Kitts and Nevis",0.052,2021-11-01
"12","Saint Kitts and Nevis",0.053,2021-12-01
"01","Saint Lucia",0.004,2021-01-01
"02","Saint Lucia",0.013,2021-02-01
"03","Saint Lucia",0.022,2021-03-01
"04","Saint Lucia",0.024,2021-04-01
"05","Saint Lucia",0.026,2021-05-01
"06","Saint Lucia",0.028,2021-06-01
"07","Saint Lucia",0.03,2021-07-01
"08","Saint Lucia",0.036,2021-08-01
"09","Saint Lucia",0.055,2021-09-01
"10","Saint Lucia",0.066,2021-10-01
"11","Saint Lucia",0.07,2021-11-01
"12","Saint Lucia",0.072,2021-12-01
"01","Saint Vincent and the Grenadines",0.004,2021-01-01
"02","Saint Vincent and the Grenadines",0.012,2021-02-01
"03","Saint Vincent and the Grenadines",0.015,2021-03-01
"04","Saint Vincent and the Grenadines",0.016,2021-04-01
"05","Saint Vincent and the Grenadines",0.018,2021-05-01
"06","Saint Vincent and the Grenadines",0.019,2021-06-01
"07","Saint Vincent and the Grenadines",0.02,2021-07-01
"08","Saint Vincent and the Grenadines",0.021,2021-08-01
"09","Saint Vincent and the Grenadines",0.025,2021-09-01
"10","Saint Vincent and the Grenadines",0.039,2021-10-01
"11","Saint Vincent and the Grenadines",0.048,2021-11-01
"12","Saint Vincent and the Grenadines",0.052,2021-12-01
"01","Samoa",0,2021-01-01
"02","Samoa",0,2021-02-01
"03","Samoa",0,2021-03-01
"04","Samoa",0,2021-04-01
"05","Samoa",0,2021-05-01
"06","Samoa",0,2021-06-01
"07","Samoa",0,2021-07-01
"08","Samoa",0,2021-08-01
"09","Samoa",0,2021-09-01
"10","Samoa",0,2021-10-01
"11","Samoa",0,2021-11-01
"12","Samoa",0,2021-12-01
"01","San Marino",0.08,2021-01-01
"02","San Marino",0.098,2021-02-01
"03","San Marino",0.124,2021-03-01
"04","San Marino",0.146,2021-04-01
"05","San Marino",0.15,2021-05-01
"06","San Marino",0.15,2021-06-01
"07","San Marino",0.15,2021-07-01
"08","San Marino",0.154,2021-08-01
"09","San Marino",0.159,2021-09-01
"10","San Marino",0.162,2021-10-01
"11","San Marino",0.169,2021-11-01
"12","San Marino",0.203,2021-12-01
"01","Sao Tome and Principe",0.005,2021-01-01
"02","Sao Tome and Principe",0.007,2021-02-01
"03","Sao Tome and Principe",0.009,2021-03-01
"04","Sao Tome and Principe",0.01,2021-04-01
"05","Sao Tome and Principe",0.011,2021-05-01
"06","Sao Tome and Principe",0.011,2021-06-01
"07","Sao Tome and Principe",0.011,2021-07-01
"08","Sao Tome and Principe",0.011,2021-08-01
"09","Sao Tome and Principe",0.014,2021-09-01
"10","Sao Tome and Principe",0.017,2021-10-01
"11","Sao Tome and Principe",0.017,2021-11-01
"12","Sao Tome and Principe",0.017,2021-12-01
"01","Saudi Arabia",0.01,2021-01-01
"02","Saudi Arabia",0.011,2021-02-01
"03","Saudi Arabia",0.011,2021-03-01
"04","Saudi Arabia",0.012,2021-04-01
"05","Saudi Arabia",0.012,2021-05-01
"06","Saudi Arabia",0.013,2021-06-01
"07","Saudi Arabia",0.015,2021-07-01
"08","Saudi Arabia",0.015,2021-08-01
"09","Saudi Arabia",0.016,2021-09-01
"10","Saudi Arabia",0.016,2021-10-01
"11","Saudi Arabia",0.016,2021-11-01
"12","Saudi Arabia",0.016,2021-12-01
"01","Senegal",0.001,2021-01-01
"02","Senegal",0.002,2021-02-01
"03","Senegal",0.002,2021-03-01
"04","Senegal",0.002,2021-04-01
"05","Senegal",0.002,2021-05-01
"06","Senegal",0.003,2021-06-01
"07","Senegal",0.003,2021-07-01
"08","Senegal",0.004,2021-08-01
"09","Senegal",0.004,2021-09-01
"10","Senegal",0.004,2021-10-01
"11","Senegal",0.004,2021-11-01
"12","Senegal",0.004,2021-12-01
"01","Serbia",0.042,2021-01-01
"02","Serbia",0.049,2021-02-01
"03","Serbia",0.06,2021-03-01
"04","Serbia",0.075,2021-04-01
"05","Serbia",0.081,2021-05-01
"06","Serbia",0.082,2021-06-01
"07","Serbia",0.082,2021-07-01
"08","Serbia",0.084,2021-08-01
"09","Serbia",0.097,2021-09-01
"10","Serbia",0.12,2021-10-01
"11","Serbia",0.139,2021-11-01
"12","Serbia",0.146,2021-12-01
"01","Seychelles",0.007,2021-01-01
"02","Seychelles",0.019,2021-02-01
"03","Seychelles",0.034,2021-03-01
"04","Seychelles",0.048,2021-04-01
"05","Seychelles",0.094,2021-05-01
"06","Seychelles",0.139,2021-06-01
"07","Seychelles",0.175,2021-07-01
"08","Seychelles",0.195,2021-08-01
"09","Seychelles",0.211,2021-09-01
"10","Seychelles",0.223,2021-10-01
"11","Seychelles",0.231,2021-11-01
"12","Seychelles",0.244,2021-12-01
"01","Sierra Leone",0,2021-01-01
"02","Sierra Leone",0,2021-02-01
"03","Sierra Leone",0,2021-03-01
"04","Sierra Leone",0.001,2021-04-01
"05","Sierra Leone",0.001,2021-05-01
"06","Sierra Leone",0.001,2021-06-01
"07","Sierra Leone",0.001,2021-07-01
"08","Sierra Leone",0.001,2021-08-01
"09","Sierra Leone",0.001,2021-09-01
"10","Sierra Leone",0.001,2021-10-01
"11","Sierra Leone",0.001,2021-11-01
"12","Sierra Leone",0.001,2021-12-01
"01","Singapore",0.01,2021-01-01
"02","Singapore",0.01,2021-02-01
"03","Singapore",0.01,2021-03-01
"04","Singapore",0.01,2021-04-01
"05","Singapore",0.011,2021-05-01
"06","Singapore",0.011,2021-06-01
"07","Singapore",0.011,2021-07-01
"08","Singapore",0.011,2021-08-01
"09","Singapore",0.013,2021-09-01
"10","Singapore",0.025,2021-10-01
"11","Singapore",0.041,2021-11-01
"12","Singapore",0.047,2021-12-01
"01","Slovakia",0.49,2021-01-01
"02","Slovakia",0.697,2021-02-01
"03","Slovakia",0.894,2021-03-01
"04","Slovakia",0.998,2021-04-01
"05","Slovakia",1.039,2021-05-01
"06","Slovakia",1.051,2021-06-01
"07","Slovakia",1.054,2021-07-01
"08","Slovakia",1.057,2021-08-01
"09","Slovakia",1.073,2021-09-01
"10","Slovakia",1.142,2021-10-01
"11","Slovakia",1.393,2021-11-01
"12","Slovakia",1.764,2021-12-01
"01","Slovenia",0.07,2021-01-01
"02","Slovenia",0.086,2021-02-01
"03","Slovenia",0.097,2021-03-01
"04","Slovenia",0.11,2021-04-01
"05","Slovenia",0.12,2021-05-01
"06","Slovenia",0.123,2021-06-01
"07","Slovenia",0.124,2021-07-01
"08","Slovenia",0.126,2021-08-01
"09","Slovenia",0.135,2021-09-01
"10","Slovenia",0.149,2021-10-01
"11","Slovenia",0.184,2021-11-01
"12","Slovenia",0.214,2021-12-01
"01","Solomon Islands",0,2021-01-01
"02","Solomon Islands",0,2021-02-01
"03","Solomon Islands",0,2021-03-01
"04","Solomon Islands",0,2021-04-01
"05","Solomon Islands",0,2021-05-01
"06","Solomon Islands",0,2021-06-01
"07","Solomon Islands",0,2021-07-01
"08","Solomon Islands",0,2021-08-01
"09","Solomon Islands",0,2021-09-01
"10","Solomon Islands",0,2021-10-01
"11","Solomon Islands",0,2021-11-01
"12","Solomon Islands",0,2021-12-01
"01","Somalia",0,2021-01-01
"02","Somalia",0,2021-02-01
"03","Somalia",0.001,2021-03-01
"04","Somalia",0.001,2021-04-01
"05","Somalia",0.001,2021-05-01
"06","Somalia",0.001,2021-06-01
"07","Somalia",0.001,2021-07-01
"08","Somalia",0.001,2021-08-01
"09","Somalia",0.001,2021-09-01
"10","Somalia",0.001,2021-10-01
"11","Somalia",0.001,2021-11-01
"12","Somalia",0.001,2021-12-01
"01","South Africa",0.022,2021-01-01
"02","South Africa",0.025,2021-02-01
"03","South Africa",0.026,2021-03-01
"04","South Africa",0.026,2021-04-01
"05","South Africa",0.027,2021-05-01
"06","South Africa",0.03,2021-06-01
"07","South Africa",0.038,2021-07-01
"08","South Africa",0.044,2021-08-01
"09","South Africa",0.048,2021-09-01
"10","South Africa",0.049,2021-10-01
"11","South Africa",0.049,2021-11-01
"12","South Africa",0.055,2021-12-01
"01","South Sudan",0,2021-01-01
"02","South Sudan",0.001,2021-02-01
"03","South Sudan",0.001,2021-03-01
"04","South Sudan",0.001,2021-04-01
"05","South Sudan",0.001,2021-05-01
"06","South Sudan",0.001,2021-06-01
"07","South Sudan",0.001,2021-07-01
"08","South Sudan",0.001,2021-08-01
"09","South Sudan",0.001,2021-09-01
"10","South Sudan",0.001,2021-10-01
"11","South Sudan",0.001,2021-11-01
"12","South Sudan",0.001,2021-12-01
"01","Spain",4.253,2021-01-01
"02","Spain",5.66,2021-02-01
"03","Spain",5.932,2021-03-01
"04","Spain",6.295,2021-04-01
"05","Spain",6.682,2021-05-01
"06","Spain",6.934,2021-06-01
"07","Spain",7.599,2021-07-01
"08","Spain",8.708,2021-08-01
"09","Spain",9.11,2021-09-01
"10","Spain",9.235,2021-10-01
"11","Spain",9.389,2021-11-01
"12","Spain",10.219,2021-12-01
"01","Sri Lanka",0.002,2021-01-01
"02","Sri Lanka",0.004,2021-02-01
"03","Sri Lanka",0.004,2021-03-01
"04","Sri Lanka",0.005,2021-04-01
"05","Sri Lanka",0.007,2021-05-01
"06","Sri Lanka",0.011,2021-06-01
"07","Sri Lanka",0.013,2021-07-01
"08","Sri Lanka",0.017,2021-08-01
"09","Sri Lanka",0.023,2021-09-01
"10","Sri Lanka",0.025,2021-10-01
"11","Sri Lanka",0.026,2021-11-01
"12","Sri Lanka",0.027,2021-12-01
"01","Sudan",0.001,2021-01-01
"02","Sudan",0.001,2021-02-01
"03","Sudan",0.001,2021-03-01
"04","Sudan",0.001,2021-04-01
"05","Sudan",0.001,2021-05-01
"06","Sudan",0.001,2021-06-01
"07","Sudan",0.001,2021-07-01
"08","Sudan",0.001,2021-08-01
"09","Sudan",0.001,2021-09-01
"10","Sudan",0.001,2021-10-01
"11","Sudan",0.001,2021-11-01
"12","Sudan",0.001,2021-12-01
"01","Suriname",0.013,2021-01-01
"02","Suriname",0.015,2021-02-01
"03","Suriname",0.015,2021-03-01
"04","Suriname",0.016,2021-04-01
"05","Suriname",0.021,2021-05-01
"06","Suriname",0.032,2021-06-01
"07","Suriname",0.041,2021-07-01
"08","Suriname",0.046,2021-08-01
"09","Suriname",0.06,2021-09-01
"10","Suriname",0.078,2021-10-01
"11","Suriname",0.085,2021-11-01
"12","Suriname",0.088,2021-12-01
"01","Sweden",1.977,2021-01-01
"02","Sweden",2.361,2021-02-01
"03","Sweden",2.798,2021-03-01
"04","Sweden",3.415,2021-04-01
"05","Sweden",3.97,2021-05-01
"06","Sweden",4.163,2021-06-01
"07","Sweden",4.206,2021-07-01
"08","Sweden",4.275,2021-08-01
"09","Sweden",4.386,2021-09-01
"10","Sweden",4.466,2021-10-01
"11","Sweden",4.557,2021-11-01
"12","Sweden",4.798,2021-12-01
"01","Switzerland",0.057,2021-01-01
"02","Switzerland",0.063,2021-02-01
"03","Switzerland",0.067,2021-03-01
"04","Switzerland",0.073,2021-04-01
"05","Switzerland",0.079,2021-05-01
"06","Switzerland",0.081,2021-06-01
"07","Switzerland",0.082,2021-07-01
"08","Switzerland",0.086,2021-08-01
"09","Switzerland",0.094,2021-09-01
"10","Switzerland",0.099,2021-10-01
"11","Switzerland",0.107,2021-11-01
"12","Switzerland",0.134,2021-12-01
"01","Syria",0.001,2021-01-01
"02","Syria",0.001,2021-02-01
"03","Syria",0.001,2021-03-01
"04","Syria",0.001,2021-04-01
"05","Syria",0.001,2021-05-01
"06","Syria",0.001,2021-06-01
"07","Syria",0.001,2021-07-01
"08","Syria",0.002,2021-08-01
"09","Syria",0.002,2021-09-01
"10","Syria",0.002,2021-10-01
"11","Syria",0.003,2021-11-01
"12","Syria",0.003,2021-12-01
"01","Taiwan*",0,2021-01-01
"02","Taiwan*",0,2021-02-01
"03","Taiwan*",0,2021-03-01
"04","Taiwan*",0,2021-04-01
"05","Taiwan*",0,2021-05-01
"06","Taiwan*",0.001,2021-06-01
"07","Taiwan*",0.001,2021-07-01
"08","Taiwan*",0.001,2021-08-01
"09","Taiwan*",0.001,2021-09-01
"10","Taiwan*",0.001,2021-10-01
"11","Taiwan*",0.001,2021-11-01
"12","Taiwan*",0.001,2021-12-01
"01","Tajikistan",0.001,2021-01-01
"02","Tajikistan",0.001,2021-02-01
"03","Tajikistan",0.001,2021-03-01
"04","Tajikistan",0.001,2021-04-01
"05","Tajikistan",0.001,2021-05-01
"06","Tajikistan",0.001,2021-06-01
"07","Tajikistan",0.002,2021-07-01
"08","Tajikistan",0.002,2021-08-01
"09","Tajikistan",0.002,2021-09-01
"10","Tajikistan",0.002,2021-10-01
"11","Tajikistan",0.002,2021-11-01
"12","Tajikistan",0.002,2021-12-01
"01","Tanzania",0,2021-01-01
"02","Tanzania",0,2021-02-01
"03","Tanzania",0,2021-03-01
"04","Tanzania",0,2021-04-01
"05","Tanzania",0,2021-05-01
"06","Tanzania",0,2021-06-01
"07","Tanzania",0,2021-07-01
"08","Tanzania",0,2021-08-01
"09","Tanzania",0,2021-09-01
"10","Tanzania",0,2021-10-01
"11","Tanzania",0,2021-11-01
"12","Tanzania",0,2021-12-01
"01","Thailand",0,2021-01-01
"02","Thailand",0,2021-02-01
"03","Thailand",0,2021-03-01
"04","Thailand",0.001,2021-04-01
"05","Thailand",0.002,2021-05-01
"06","Thailand",0.003,2021-06-01
"07","Thailand",0.006,2021-07-01
"08","Thailand",0.013,2021-08-01
"09","Thailand",0.02,2021-09-01
"10","Thailand",0.025,2021-10-01
"11","Thailand",0.029,2021-11-01
"12","Thailand",0.031,2021-12-01
"01","Timor-Leste",0,2021-01-01
"02","Timor-Leste",0,2021-02-01
"03","Timor-Leste",0,2021-03-01
"04","Timor-Leste",0.001,2021-04-01
"05","Timor-Leste",0.003,2021-05-01
"06","Timor-Leste",0.006,2021-06-01
"07","Timor-Leste",0.008,2021-07-01
"08","Timor-Leste",0.01,2021-08-01
"09","Timor-Leste",0.014,2021-09-01
"10","Timor-Leste",0.015,2021-10-01
"11","Timor-Leste",0.015,2021-11-01
"12","Timor-Leste",0.015,2021-12-01
"01","Togo",0.001,2021-01-01
"02","Togo",0.001,2021-02-01
"03","Togo",0.001,2021-03-01
"04","Togo",0.001,2021-04-01
"05","Togo",0.002,2021-05-01
"06","Togo",0.002,2021-06-01
"07","Togo",0.002,2021-07-01
"08","Togo",0.002,2021-08-01
"09","Togo",0.003,2021-09-01
"10","Togo",0.003,2021-10-01
"11","Togo",0.003,2021-11-01
"12","Togo",0.003,2021-12-01
"01","Tonga",0,2021-01-01
"02","Tonga",0,2021-02-01
"03","Tonga",0,2021-03-01
"04","Tonga",0,2021-04-01
"05","Tonga",0,2021-05-01
"06","Tonga",0,2021-06-01
"07","Tonga",0,2021-07-01
"08","Tonga",0,2021-08-01
"09","Tonga",0,2021-09-01
"10","Tonga",0,2021-10-01
"11","Tonga",0,2021-11-01
"12","Tonga",0,2021-12-01
"01","Trinidad and Tobago",0.005,2021-01-01
"02","Trinidad and Tobago",0.005,2021-02-01
"03","Trinidad and Tobago",0.006,2021-03-01
